año;organismo;programa;economica;sp;descripcion;presupuesto;liquidacion
2014;1;93305;;;Gestión del patrimonio: ¿?;0;0
2015;1;93305;;;Gestión del patrimonio: ¿?;0;0
2016;1;93305;;;Gestión del patrimonio: ¿?;0;0
2017;1;93305;;;Gestión del patrimonio: ¿?;0;242500
2018;1;93305;;;Gestión del patrimonio: ¿?;24250;24197.56
2019;1;93305;;;Gestión del patrimonio: ¿?;0;0
2020;1;93305;;;Gestión del patrimonio: ¿?;0;0
2021;1;93305;;;Gestión del patrimonio: ¿?;0;0
2022;1;93305;;;Gestión del patrimonio: ¿?;0;0
2023;1;93305;;;Gestión del patrimonio: ¿?;0;0
2024;1;93305;;;Gestión del patrimonio: ¿?;0;0
2010;1;93306;;;Gestión del patrimonio: ¿?;0;0
2011;1;93306;;;Gestión del patrimonio: ¿?;0;0
2012;1;93306;;;Gestión del patrimonio: ¿?;0;0
2013;1;93306;;;Gestión del patrimonio: ¿?;0;0
2014;1;93306;;;Gestión del patrimonio: ¿?;0;0
2015;1;93306;;;Gestión del patrimonio: ¿?;0;0
2016;1;93306;;;Gestión del patrimonio: ¿?;0;109999.16
2017;1;93306;;;Gestión del patrimonio: ¿?;0;52546.5
2018;1;93306;;;Gestión del patrimonio: ¿?;7590.5;7590.5
2019;1;93306;;;Gestión del patrimonio: ¿?;0;0
2020;1;93306;;;Gestión del patrimonio: ¿?;0;0
2021;1;93306;;;Gestión del patrimonio: ¿?;0;0
2022;1;93306;;;Gestión del patrimonio: ¿?;0;0
2023;1;93306;;;Gestión del patrimonio: ¿?;0;0
2024;1;93306;;;Gestión del patrimonio: ¿?;0;0
2010;1;94400;;;Transferencias a la Administración General del Estado;50000;11065.81
2011;1;94400;;;Transferencias a la Administración General del Estado;104379.35;120985.62
2012;1;94400;;;Transferencias a la Administración General del Estado;40000;10669.91
2013;1;94400;;;Transferencias a la Administración General del Estado;40000;84678.96
2014;1;94400;;;Transferencias a la Administración General del Estado;40000;17769.48
2015;1;94400;;;Transferencias a la Administración General del Estado;0;0
2016;1;94400;;;Transferencias a la Administración General del Estado;0;0
2017;1;94400;;;Transferencias a la Administración General del Estado;0;0
2018;1;94400;;;Transferencias a la Administración General del Estado;0;0
2019;1;94400;;;Transferencias a la Administración General del Estado;0;0
2020;1;94400;;;Transferencias a la Administración General del Estado;0;0
2021;1;94400;;;Transferencias a la Administración General del Estado;0;0
2022;1;94400;;;Transferencias a la Administración General del Estado;0;0
2023;1;94400;;;Transferencias a la Administración General del Estado;0;0
2024;1;94400;;;Transferencias a la Administración General del Estado;0;0
